"did","card_id","d_day","d_status","f_day"
1955,"140423201510041311","2020-01-25",1,"2020-01-25"
1956,"610830197405063892","2020-01-25",1,"2020-01-25"
1957,"64050219501009375X","2020-01-25",1,"2020-01-25"
1958,"650205201303113761","2020-01-25",1,"2020-01-25"
1959,"530621200402203770","2020-01-25",1,"2020-01-25"
1960,"330726199503131977","2020-01-25",1,"2020-01-25"
1961,"650422197611131011","2020-01-25",1,"2020-01-25"
1962,"23108119490724272X","2020-01-25",1,"2020-01-25"
1963,"430581200810261571","2020-01-25",1,"2020-01-25"
1964,"520115198705101222","2020-01-25",1,"2020-01-25"
1965,"330402198709010239","2020-01-25",1,"2020-01-25"
1966,"41140219800731401X","2020-01-25",1,"2020-01-25"
1967,"330521199508230998","2020-01-25",1,"2020-01-25"
1968,"540103199804044158","2020-01-25",1,"2020-01-25"
1969,"231002197808032557","2020-01-25",1,"2020-01-25"
1970,"130627198308073395","2020-01-25",1,"2020-01-25"
1971,"430212198505150956","2020-01-25",1,"2020-01-25"
1972,"361104201502210994","2020-01-25",1,"2020-01-25"
1973,"371324199102062097","2020-01-25",1,"2020-01-25"
1974,"370827193206162744","2020-01-25",1,"2020-01-25"
1975,"321081198905054418","2020-01-25",1,"2020-01-25"
1976,"430103198002020488","2020-01-25",1,"2020-01-25"
1977,"511132200201302376","2020-01-25",1,"2020-01-25"
1978,"22040219940616239X","2020-01-25",1,"2020-01-25"
1979,"222402198501070618","2020-01-25",1,"2020-01-25"
1980,"14103419700407227X","2020-01-25",1,"2020-01-25"
1981,"659008195009074990","2020-01-25",1,"2020-01-25"
1982,"231002200312211951","2020-01-25",1,"2020-01-25"
1983,"530802201704283573","2020-01-25",1,"2020-01-25"
1984,"530181200807292256","2020-01-25",1,"2020-01-25"
1985,"610124194010314942","2020-01-25",1,"2020-01-25"
1986,"370126197104134295","2020-01-25",1,"2020-01-25"
1987,"22012219840426045X","2020-01-25",1,"2020-01-25"
1988,"513430197304061748","2020-01-25",1,"2020-01-25"
1989,"610523196309101196","2020-01-25",1,"2020-01-25"
1990,"130727200101053472","2020-01-25",1,"2020-01-25"
1991,"610829196610013018","2020-01-25",1,"2020-01-25"
1992,"110112194004122676","2020-01-25",1,"2020-01-25"
1993,"341102194904170703","2020-01-25",1,"2020-01-25"
1994,"652927200506301985","2020-01-25",1,"2020-01-25"
1995,"610114199303174779","2020-01-25",1,"2020-01-25"
1996,"44162519420331217X","2020-01-25",1,"2020-01-25"
1997,"350503196405311063","2020-01-25",1,"2020-01-25"
1998,"620902195009061097","2020-01-25",1,"2020-01-25"
1999,"620104196904120632","2020-01-25",1,"2020-01-25"
2000,"410926195910202480","2020-01-25",1,"2020-01-25"
